Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao
Mario Party 6,GC,2004,Diversos,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,33,7.9,51,Hudson Soft,Livre
Super Scope 6,SNES,1991,Tiro,Nintendo,1.06,0.38,0.15,0.05,1.65,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Acao,LucasArts,1.21,0.3,0.0,0.14,1.65,56.0,24,6.7,18,Krome Studios,+14
Need for Speed Carbon,X360,2006,Corrida,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77.0,52,6.3,82,EA Canada,+10
Heavenly Sword,PS3,2007,Acao,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79.0,64,8.3,544,Ninja Theory,+14
Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Rpg,Enix Corporation,0.0,0.0,1.65,0.0,1.65,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
MySims,Wii,2007,Simulação,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68.0,38,7.2,56,EA Redwood Shores,Livre
Kirby & the Amazing Mirror,GBA,2004,Plataforma,Nintendo,0.8,0.05,0.76,0.03,1.64,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Army of Two,X360,2008,Tiro,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72.0,76,7.6,233,EA Montreal,+17
Dig Dug,2600,1982,Quebra_cabeca,Atari,1.52,0.1,0.0,0.02,1.64,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tom Clancy's Rainbow Six,PS,1999,Tiro,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Ghosts 'n Goblins,NES,1986,Acao,Capcom,0.74,0.26,0.61,0.03,1.64,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tiger Woods PGA Tour 2003,PS2,2002,Esporte,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,18,8.9,18,EA Sports,Livre
NBA Live 06 (All region sales),PS2,2005,Esporte,Electronic Arts,1.44,0.15,0.0,0.05,1.64,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Prince of Persia: Warrior Within,PS2,2004,Acao,Ubisoft,0.54,0.88,0.0,0.22,1.64,83.0,51,8.5,120,Ubisoft Montreal,+17
Far Cry 4,XOne,2014,Tiro,Ubisoft,0.8,0.69,0.01,0.14,1.63,82.0,15,7.5,383,Ubisoft Montreal,+17
ESPN NFL 2K5,XB,2004,Esporte,Sega,1.54,0.02,0.0,0.07,1.63,92.0,42,9.1,93,Visual Concepts,Livre
Beyond: Two Souls,PS3,2013,Aventura,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70.0,98,8.1,2652,Quantic Dream,+17
Pikmin,GC,2001,Estratégia,Nintendo,0.78,0.25,0.56,0.04,1.63,89.0,39,8.7,121,Nintendo,Livre
Tiger Woods PGA Tour 2004,PS2,2003,Esporte,Electronic Arts,1.18,0.34,0.0,0.1,1.63,89.0,23,8.8,40,EA Sports,Livre
NBA 2K15,X360,2014,Esporte,Take-Two Interactive,1.35,0.11,0.0,0.17,1.63,Nao_Inserido,0,3.0,40,Visual Concepts,Livre
Ape Escape,PS,1999,Plataforma,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.0,19,8.8,53,SCEI,Livre
NCAA Football 2005,PS2,2004,Esporte,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,29,8.8,35,EA Tiburon,Livre
Max Payne 3,X360,2012,Tiro,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86.0,80,7.8,869,Rockstar Studios,+17
Viva Pinata,X360,2006,Simulação,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84.0,65,8.0,131,Rare Ltd.,Livre
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Esporte,Activision,0.8,0.63,0.01,0.19,1.62,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Kinectimals,X360,2010,Simulação,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,74.0,50,3.1,69,Frontier Developments,Livre
Kirby Air Ride,GC,2003,Corrida,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,28,7.9,69,HAL Labs,Livre
LEGO Marvel Super Heroes,PS4,2013,Acao,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83.0,22,7.7,262,TT Games,+10
Sled Storm,PS,1998,Corrida,Electronic Arts,0.9,0.61,0.0,0.11,1.62,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Destiny,PS3,2014,Tiro,Activision,0.68,0.56,0.12,0.25,1.62,Nao_Inserido,0,4.5,445,Bungie,+14
Dragon Quest IV: Chapters of the Chosen,DS,2007,Rpg,Square Enix,0.3,0.02,1.27,0.03,1.62,80.0,44,7.9,50,ArtePiazza,+10
NFL Street 2,PS2,2004,Esporte,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,33,8.7,20,EA Tiburon,Livre
Baseball,GB,1989,Esporte,Nintendo,0.66,0.27,0.65,0.03,1.61,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Yu-Gi-Oh! Duel Monsters,GB,1998,Estratégia,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Super Mario Strikers,GC,2005,Esporte,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39,8.7,55,Next Level Games,Livre
Buzz! The Music Quiz,PS2,2005,Diversos,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Rage,X360,2011,Tiro,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77,6.7,559,id Software,+17
Mario Hoops 3 on 3,DS,2006,Esporte,Nintendo,0.98,0.04,0.49,0.09,1.6,69.0,40,8.0,37,Square Enix,Livre
SpongeBob's Atlantis SquarePantis,DS,2007,Acao,THQ,1.49,0.0,0.0,0.11,1.6,64.0,5,Nao_Inserido,0,THQ,Livre
Dollar Dash,PS2,2005,Acao,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
F-1 World Grand Prix,N64,1998,Corrida,Video System,0.46,0.96,0.09,0.08,1.6,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
River Raid,2600,1981,Tiro,Activision,1.49,0.09,0.0,0.02,1.6,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Just Cause 2,X360,2010,Acao,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74,8.0,267,Avalanche Studios,+17
Silent Hill,PS,1999,Acao,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86.0,17,9.2,326,KCET,+17
Sonic Heroes,GC,2003,Plataforma,Sega,1.05,0.44,0.06,0.04,1.6,72.0,49,7.8,125,Sonic Team,Livre
Disney Infinity,Wii,2013,Acao,Disney Interactive Studios,1.05,0.41,0.0,0.14,1.6,Nao_Inserido,0,4.2,24,Avalanche Software,+10
ESPN NBA 2K5,PS2,2004,Esporte,Global Star,1.26,0.12,0.0,0.21,1.59,83.0,24,7.5,36,Visual Concepts,Livre
Diablo,PC,1996,Rpg,Activision,0.01,1.58,0.0,0.0,1.59,94.0,12,8.7,850,Blizzard Entertainment,+17
Far Cry 2,X360,2008,Acao,Ubisoft,0.71,0.69,0.02,0.18,1.59,85.0,75,6.7,288,Ubisoft Montreal,+17
The Legend of Zelda: Twilight Princess,GC,2006,Acao,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,16,9.2,568,Nintendo,+14
Soul Edge,PS,1996,Combate,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mario Bros.,2600,1982,Plataforma,Atari,1.48,0.09,0.0,0.02,1.59,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pro Evolution Soccer 2008,PS3,2007,Esporte,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74.0,19,6.1,47,Konami,Livre
NASCAR 2000,PS,1999,Corrida,Electronic Arts,0.88,0.6,0.0,0.1,1.59,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pokemon Battle Revolution,Wii,2006,Rpg,Nintendo,0.78,0.37,0.3,0.13,1.58,53.0,34,6.7,106,Genius Sonority Inc.,Livre
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Acao,Square Enix,0.88,0.26,0.34,0.1,1.58,75.0,54,8.2,267,Square Enix,+10
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulação,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69.0,8,6.8,6,Konami,+10
SoulCalibur IV,X360,2008,Combate,Ubisoft,0.92,0.43,0.07,0.15,1.58,85.0,62,7.9,157,Namco,+14
Jampack Summer 2K,PS,2000,Diversos,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sonic Generations,PS3,2011,Plataforma,Sega,0.6,0.69,0.02,0.26,1.58,76.0,38,8.2,253,Sega,Livre
Spyro 2: Season of Flame,GBA,2002,Plataforma,Vivendi Games,0.85,0.65,0.0,0.08,1.58,76.0,18,7.6,13,Digital Eclipse,Livre
Mario Party 10,WiiU,2015,Diversos,Nintendo,0.69,0.53,0.24,0.12,1.58,66.0,66,6.5,279,"Nintendo, Nd Cube",Livre
Devil May Cry 4,PS3,2008,Acao,Capcom,0.58,0.45,0.34,0.2,1.57,84.0,63,8.2,311,Capcom,+17
Dead Rising 3,XOne,2013,Acao,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78.0,69,6.8,908,Capcom Vancouver,+17
Pro Evolution Soccer 2010,PS2,2009,Esporte,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,Nao_Inserido,0,8.1,15,Konami,Livre
NCAA Football 2002,PS2,2001,Esporte,Electronic Arts,0.77,0.6,0.0,0.2,1.57,90.0,18,8.7,24,EA Sports,Livre
Gears of War: Judgment,X360,2013,Tiro,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79.0,81,5.4,779,Epic Games,+17
Watch Dogs,XOne,2014,Acao,Ubisoft,0.9,0.53,0.0,0.14,1.57,78.0,15,5.8,712,Ubisoft Montreal,+17
Guitar Hero: On Tour Decades,DS,2008,Diversos,Activision,0.84,0.57,0.0,0.16,1.57,72.0,40,8.0,5,Vicarious Visions,+10
FIFA 16,X360,2015,Esporte,Electronic Arts,0.57,0.88,0.0,0.12,1.57,Nao_Inserido,0,2.9,45,EA Sports,Livre
Madden NFL 15,XOne,2014,Esporte,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80.0,19,6.4,138,EA Sports,Livre
Conflict: Desert Storm,PS2,2002,Tiro,Gotham Games,0.98,0.53,0.0,0.06,1.57,55.0,10,8.6,45,Pivotal Games,+14
Mario Party 7,GC,2005,Diversos,Nintendo,0.95,0.11,0.46,0.04,1.57,64.0,25,7.9,53,Hudson,Livre
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Rpg,Square Enix,0.17,0.02,1.36,0.02,1.57,84.0,46,8.5,57,ArtePiazza,+10
High School Musical 3: Senior Year,DS,2008,Diversos,Disney Interactive Studios,0.63,0.76,0.0,0.17,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Smuggler's Run,PS2,2000,Corrida,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,79.0,21,6.8,18,Rockstar San Diego,+14
Fight Night Round 3,PS2,2006,Combate,Electronic Arts,1.07,0.4,0.0,0.1,1.56,84.0,32,8.1,41,EA Chicago,+14
Need for Speed: Most Wanted,X360,2012,Corrida,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83.0,54,8.5,134,EA Canada,+14
Carnival Games: Mini Golf,Wii,2008,Esporte,Take-Two Interactive,0.86,0.54,0.0,0.15,1.56,38.0,10,5.7,7,Cat Daddy Games,Livre
Donkey Kong Classics,NES,1988,Plataforma,Nintendo,0.59,0.14,0.81,0.02,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Hannah Montana: Music Jam,DS,2007,Acao,Disney Interactive Studios,1.05,0.36,0.0,0.15,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Twisted Metal,PS,1995,Acao,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Final Fight,SNES,1990,Acao,Capcom,0.67,0.17,0.69,0.03,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Rpg,Nintendo,0.57,0.43,0.44,0.12,1.56,54.0,26,9.0,133,ChunSoft,Livre
Dragon Quest Monsters 2,GB,2001,Rpg,Enix Corporation,0.0,0.0,1.56,0.0,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pokemon Pinball: Ruby & Sapphire,GBA,2003,Diversos,Nintendo,0.68,0.38,0.44,0.05,1.56,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
MySims Kingdom,DS,2008,Simulação,Electronic Arts,0.8,0.59,0.01,0.16,1.55,58.0,9,Nao_Inserido,0,TOSE,Livre
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Acao,Disney Interactive Studios,0.73,0.67,0.0,0.15,1.55,73.0,14,7.0,13,Traveller's Tales,+10
Stuntman,PS2,2002,Corrida,Atari,0.76,0.59,0.0,0.2,1.55,71.0,37,5.7,36,Reflections Interactive,+14
Tom Clancy's Rainbow Six 3,XB,2003,Tiro,Ubisoft,0.91,0.57,0.0,0.07,1.55,86.0,39,8.5,31,Ubisoft,+17
LEGO Harry Potter: Years 1-4,X360,2010,Acao,Warner Bros. Interactive Entertainment,0.95,0.46,0.0,0.14,1.55,79.0,58,8.0,62,Traveller's Tales,+10
007: The World is not Enough,N64,2000,Acao,Electronic Arts,1.13,0.38,0.02,0.03,1.55,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Spider-Man 2: Enter: Electro,PS,2001,Acao,Activision,0.57,0.87,0.02,0.09,1.55,74.0,15,8.7,35,Vicarious Visions,Livre
Guitar Hero 5,Wii,2009,Diversos,Activision,0.92,0.48,0.0,0.15,1.55,89.0,25,6.9,49,Vicarious Visions,+14
Command & Conquer: Tiberian Sun,PC,1999,Estratégia,Westwood Studios,1.55,0.0,0.0,0.0,1.55,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Wolfenstein: The New Order,PS4,2014,Tiro,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79.0,73,8.1,1116,MachineGames,+17
Mafia II,X360,2010,Acao,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74.0,79,7.8,458,2K Czech,+17
Moshi Monsters: Moshling Zoo,DS,2011,Diversos,Activision,0.37,0.96,0.0,0.21,1.54,Nao_Inserido,0,Nao_Inserido,0,Mind Candy,Livre
BioShock 2,PS3,2010,Tiro,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88.0,62,8.2,492,2K Marin,+17
Dark Cloud,PS2,2000,Rpg,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80.0,27,8.2,99,Level 5,+14
Warcraft III: The Frozen Throne,PC,2003,Estratégia,Activision,0.58,0.87,0.0,0.09,1.54,88.0,23,9.0,713,Blizzard Entertainment,+14
Active Life: Outdoor Challenge,Wii,2008,Esporte,Atari,0.78,0.43,0.19,0.14,1.54,69.0,6,8.1,14,h.a.n.d. Inc.,Livre
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Tiro,Ubisoft,1.4,0.02,0.02,0.1,1.54,90.0,78,8.0,215,Ubisoft Paris,+14
Ratchet & Clank (2016),PS4,2016,Plataforma,Sony Computer Entertainment,0.5,0.76,0.04,0.24,1.54,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
MVP Baseball 2005,PS2,2005,Esporte,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.0,25,8.6,47,EA Sports,Livre
Die Hard Trilogy,PS,1996,Tiro,Fox Interactive,0.85,0.58,0.0,0.1,1.54,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Uncharted: Golden Abyss,PSV,2011,Tiro,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80.0,80,7.4,770,"Naughty Dog, Sony Bend",+14
Go Vacation,Wii,2011,Diversos,Namco Bandai Games,0.42,0.65,0.33,0.14,1.53,64.0,28,7.8,13,Namco Bandai Games,+10
Pro Evolution Soccer 2013,PS3,2012,Esporte,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53,82.0,37,6.7,146,Konami,Livre
Mortal Kombat 3,SNES,1994,Combate,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NFL GameDay 99,PS,1998,Esporte,989 Studios,1.44,0.05,0.0,0.04,1.53,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Dishonored,PS3,2012,Acao,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89.0,35,7.9,781,Arkane Studios,+17
Mario Golf: Toadstool Tour,GC,2003,Esporte,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,49,8.0,56,Camelot Software Planning,Livre
Tiger Woods 99 PGA Tour Golf,PS,1997,Esporte,Electronic Arts,0.85,0.58,0.0,0.1,1.53,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Black Ops II,PC,2012,Tiro,Activision,0.64,0.69,0.0,0.19,1.53,74.0,11,4.2,1635,Treyarch,+17
Resident Evil: The Umbrella Chronicles,Wii,2007,Acao,Capcom,0.67,0.43,0.29,0.14,1.52,75.0,47,7.6,122,Cavia Inc.,+17
Knockout Kings,PS,1997,Combate,Electronic Arts,1.07,0.39,0.0,0.06,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Simpsons Skateboarding,PS2,2002,Esporte,Electronic Arts,0.36,0.9,0.0,0.27,1.52,38.0,21,5.0,26,The Code Monkeys,+14
Donkey Kong Country: Tropical Freeze,WiiU,2014,Plataforma,Nintendo,0.7,0.55,0.16,0.12,1.52,83.0,77,8.9,712,Retro Studios,Livre
NASCAR 98,PS,1996,Corrida,Electronic Arts,1.43,0.05,0.0,0.04,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Xevious,NES,1984,Tiro,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
F1 Race,NES,1984,Corrida,Nintendo,0.0,0.0,1.52,0.0,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NASCAR 99,PS,1998,Corrida,Electronic Arts,1.45,0.04,0.0,0.04,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Final Fantasy XIV: A Realm Reborn,PC,2010,Rpg,Square Enix,0.88,0.48,0.0,0.17,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NBA Live 2000,PS,1998,Esporte,Electronic Arts,1.43,0.05,0.0,0.03,1.52,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Fight Night Round 4,PS3,2009,Combate,Electronic Arts,0.92,0.4,0.0,0.2,1.52,88.0,46,7.6,95,EA Canada,+14
Super Monkey Ball 2,GC,2002,Quebra_cabeca,Atari,1.11,0.31,0.06,0.04,1.52,87.0,34,8.5,51,Amusement Vision,Livre
Pac-Man World 2,PS2,2002,Acao,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,73.0,19,7.8,26,Namco,Livre
Disney Fairies: Tinker Bell,DS,2008,Aventura,Disney Interactive Studios,0.85,0.51,0.01,0.15,1.51,Nao_Inserido,0,7.8,5,"Genius Sonority Inc., Disney Interactive Studios",Livre
MySims Kingdom,Wii,2008,Simulação,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76.0,19,8.1,24,EA Redwood Shores,Livre
Dead Space 2,X360,2011,Tiro,Electronic Arts,0.94,0.44,0.0,0.13,1.51,90.0,83,8.6,679,Visceral Games,+17
Puzzle & Dragons,3DS,2013,Rpg,GungHo,0.0,0.0,1.51,0.0,1.51,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Tiro,Activision,0.94,0.43,0.0,0.14,1.51,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mega Man 2,NES,1988,Acao,Capcom,0.93,0.15,0.42,0.01,1.51,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Simpsons Wrestling,PS,2001,Combate,Electronic Arts,0.23,1.16,0.0,0.11,1.51,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NBA Live 98,PS,1997,Esporte,Electronic Arts,1.41,0.06,0.0,0.04,1.51,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Simpsons Game,PS2,2007,Acao,Electronic Arts,0.35,0.03,0.0,1.13,1.51,68.0,10,8.2,27,Electronic Arts,+14
Monopoly,PS,1997,Diversos,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Simpsons Game,DS,2007,Acao,Electronic Arts,0.56,0.77,0.0,0.17,1.51,69.0,17,7.3,18,Griptonite Games,+14
Football Manager 2012,PC,2011,Esporte,Sega,0.02,1.16,0.0,0.33,1.51,84.0,45,8.0,172,Sports Interactive,Livre
Ni no Kuni: Wrath of the White Witch,PS3,2011,Rpg,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85.0,89,8.6,984,Level 5,+10
SoulCalibur II,GC,2003,Combate,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,93.0,45,9.1,135,Namco,+14
Call of Duty 3,PS3,2006,Tiro,Activision,0.6,0.62,0.03,0.26,1.5,80.0,43,6.9,92,Treyarch,+14
Tokyo Xtreme Racer Zero,PS2,2000,Corrida,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76.0,15,8.9,64,Genki,Livre
NFL Blitz,PS,1998,Esporte,Midway Games,1.41,0.05,0.0,0.04,1.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Red Faction II,PS2,2002,Tiro,THQ,0.49,0.78,0.0,0.23,1.5,84.0,30,8.3,35,Volition Inc.,+17
Madden NFL 2001,PS2,2000,Esporte,Electronic Arts,1.19,0.07,0.05,0.2,1.5,91.0,25,7.7,7,EA Sports,Livre
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Plataforma,Hudson Soft,0.0,0.0,1.5,0.0,1.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
WWF No Mercy,N64,2000,Combate,THQ,1.2,0.27,0.02,0.02,1.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Ice Climber,NES,1985,Plataforma,Nintendo,0.46,0.1,0.92,0.02,1.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sonic CD,SCD,1993,Plataforma,Sega,1.0,0.36,0.09,0.05,1.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Star Wars: The Force Unleashed II,PS3,2010,Acao,LucasArts,0.8,0.49,0.0,0.21,1.5,63.0,41,6.8,121,LucasArts,+14
Pac-Man World,PS,1998,Acao,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Rock Band 2,PS3,2008,Diversos,MTV Games,1.13,0.2,0.0,0.16,1.49,91.0,24,7.9,88,Harmonix Music Systems,+14
Final Fantasy: Crystal Chronicles,GC,2003,Rpg,Nintendo,0.72,0.38,0.36,0.04,1.49,80.0,55,8.1,94,Square Enix,+14
Medal of Honor: Frontline,XB,2002,Tiro,Electronic Arts,1.0,0.43,0.0,0.06,1.49,81.0,18,6.9,23,EA LA,+14
Madden NFL 09,PS2,2008,Esporte,Electronic Arts,1.22,0.0,0.0,0.27,1.49,67.0,4,7.0,24,EA Tiburon,Livre
Dead Rising 2,X360,2010,Acao,Capcom,0.75,0.52,0.09,0.12,1.49,79.0,76,6.9,216,Blue Castle Games,+17
Banjo-Tooie,N64,2000,Plataforma,Nintendo,0.82,0.36,0.25,0.06,1.49,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Buzz! The BIG Quiz,PS2,2006,Diversos,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mafia II,PS3,2010,Acao,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75.0,61,7.7,297,2K Czech,+17
Batman: Arkham Knight,XOne,2015,Acao,Warner Bros. Interactive Entertainment,0.88,0.47,0.0,0.14,1.49,85.0,16,6.6,694,Rocksteady Studios,+17
Doom (2016),PS4,2016,Tiro,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Tiro,Square Enix,0.47,0.37,0.52,0.12,1.48,57.0,51,6.9,103,Square Enix,+14
WWF WrestleMania 2000,N64,1999,Combate,THQ,1.2,0.25,0.02,0.02,1.48,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Wario Land II,GB,1997,Plataforma,Nintendo,0.7,0.35,0.39,0.04,1.48,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Nintendo World Cup,NES,1990,Esporte,Nintendo,0.28,0.5,0.65,0.05,1.48,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sonic Rivals 2,PSP,2007,Corrida,Sega,0.44,0.67,0.0,0.37,1.48,60.0,24,7.8,35,Backbone Entertainment,Livre
Bratz: Forever Diamondz,DS,2006,Aventura,THQ,0.43,0.88,0.0,0.18,1.48,Nao_Inserido,0,6.5,4,Barking Lizards,Livre
Resistance 3,PS3,2011,Tiro,Sony Computer Entertainment,0.64,0.57,0.05,0.22,1.48,83.0,91,7.8,543,Insomniac Games,+17
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Aventura,THQ,0.99,0.35,0.0,0.13,1.48,68.0,12,5.5,4,Altron,Livre
Disney Sing It: Pop Hits,Wii,2009,Diversos,Disney Interactive Studios,1.07,0.28,0.0,0.13,1.48,Nao_Inserido,0,Nao_Inserido,0,Zoe Mode,Livre
