Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao,Faixa_Etaria,Sucesso_Comercial,Percentual_NA,Percentual_EU,Percentual_JP,Percentual_Outras,Ranking_Genero
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulação,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69.0,8,6.8,6,Konami,+10,Restrito,Baixo,59.49367088607595,30.379746835443033,0.6329113924050633,0.09493670886075949,52.0
SoulCalibur IV,X360,2008,Combate,Ubisoft,0.92,0.43,0.07,0.15,1.58,85.0,62,7.9,157,Namco,+14,Restrito,Baixo,58.22784810126582,27.21518987341772,4.430379746835443,0.09493670886075949,63.0
Jampack Summer 2K,PS,2000,Diversos,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.69620253164557,37.974683544303794,0.0,0.06329113924050633,98.0
Sonic Generations,PS3,2011,Plataforma,Sega,0.6,0.69,0.02,0.26,1.58,76.0,38,8.2,253,Sega,Livre,Todos,Baixo,37.974683544303794,43.67088607594936,1.2658227848101267,0.16455696202531644,117.0
Spyro 2: Season of Flame,GBA,2002,Plataforma,Vivendi Games,0.85,0.65,0.0,0.08,1.58,76.0,18,7.6,13,Digital Eclipse,Livre,Todos,Baixo,53.79746835443038,41.13924050632911,0.0,0.05063291139240506,117.0
Mario Party 10,WiiU,2015,Diversos,Nintendo,0.69,0.53,0.24,0.12,1.58,66.0,66,6.5,279,"Nintendo, Nd Cube",Livre,Todos,Baixo,43.67088607594936,33.54430379746836,15.189873417721516,0.07594936708860758,98.0
Devil May Cry 4,PS3,2008,Acao,Capcom,0.58,0.45,0.34,0.2,1.57,84.0,63,8.2,311,Capcom,+17,Restrito,Baixo,36.94267515923567,28.662420382165603,21.656050955414013,0.12738853503184713,231.0
Dead Rising 3,XOne,2013,Acao,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78.0,69,6.8,908,Capcom Vancouver,+17,Restrito,Baixo,67.51592356687898,22.292993630573246,0.6369426751592356,0.09554140127388534,231.0
Pro Evolution Soccer 2010,PS2,2009,Esporte,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,68.99436302142053,0,8.1,15,Konami,Livre,Todos,Baixo,6.369426751592357,11.464968152866241,7.643312101910828,0.7388535031847133,169.0
NCAA Football 2002,PS2,2001,Esporte,Electronic Arts,0.77,0.6,0.0,0.2,1.57,90.0,18,8.7,24,EA Sports,Livre,Todos,Baixo,49.044585987261144,38.216560509554135,0.0,0.12738853503184713,169.0
Gears of War: Judgment,X360,2013,Tiro,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79.0,81,5.4,779,Epic Games,+17,Restrito,Baixo,58.59872611464968,31.84713375796178,1.910828025477707,0.07643312101910828,151.0
Watch Dogs,XOne,2014,Acao,Ubisoft,0.9,0.53,0.0,0.14,1.57,78.0,15,5.8,712,Ubisoft Montreal,+17,Restrito,Baixo,57.324840764331206,33.75796178343949,0.0,0.089171974522293,231.0
Guitar Hero: On Tour Decades,DS,2008,Diversos,Activision,0.84,0.57,0.0,0.16,1.57,72.0,40,8.0,5,Vicarious Visions,+10,Restrito,Baixo,53.503184713375795,36.30573248407643,0.0,0.1019108280254777,100.0
FIFA 16,X360,2015,Esporte,Electronic Arts,0.57,0.88,0.0,0.12,1.57,68.99436302142053,0,2.9,45,EA Sports,Livre,Todos,Baixo,36.30573248407643,56.05095541401274,0.0,0.07643312101910828,169.0
Madden NFL 15,XOne,2014,Esporte,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80.0,19,6.4,138,EA Sports,Livre,Todos,Baixo,83.43949044585987,5.732484076433121,0.0,0.1019108280254777,169.0
Conflict: Desert Storm,PS2,2002,Tiro,Gotham Games,0.98,0.53,0.0,0.06,1.57,55.0,10,8.6,45,Pivotal Games,+14,Restrito,Baixo,62.42038216560509,33.75796178343949,0.0,0.03821656050955414,151.0
Mario Party 7,GC,2005,Diversos,Nintendo,0.95,0.11,0.46,0.04,1.57,64.0,25,7.9,53,Hudson,Livre,Todos,Baixo,60.509554140127385,7.006369426751593,29.29936305732484,0.025477707006369425,100.0
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Rpg,Square Enix,0.17,0.02,1.36,0.02,1.57,84.0,46,8.5,57,ArtePiazza,+10,Restrito,Baixo,10.828025477707007,1.2738853503184713,86.62420382165605,0.012738853503184712,126.0
High School Musical 3: Senior Year,DS,2008,Diversos,Disney Interactive Studios,0.63,0.76,0.0,0.17,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,40.38461538461539,48.717948717948715,0.0,0.10897435897435898,102.0
Smuggler's Run,PS2,2000,Corrida,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,79.0,21,6.8,18,Rockstar San Diego,+14,Restrito,Baixo,49.35897435897436,38.46153846153846,0.0,0.12820512820512822,90.0
Fight Night Round 3,PS2,2006,Combate,Electronic Arts,1.07,0.4,0.0,0.1,1.56,84.0,32,8.1,41,EA Chicago,+14,Restrito,Baixo,68.58974358974359,25.641025641025646,0.0,0.06410256410256411,64.0
Need for Speed: Most Wanted,X360,2012,Corrida,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83.0,54,8.5,134,EA Canada,+14,Restrito,Baixo,39.743589743589745,50.0,0.641025641025641,0.09615384615384615,90.0
Carnival Games: Mini Golf,Wii,2008,Esporte,Take-Two Interactive,0.86,0.54,0.0,0.15,1.56,38.0,10,5.7,7,Cat Daddy Games,Livre,Todos,Baixo,55.128205128205124,34.61538461538461,0.0,0.09615384615384615,173.0
Donkey Kong Classics,NES,1988,Plataforma,Nintendo,0.59,0.14,0.81,0.02,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,37.82051282051282,8.974358974358974,51.92307692307693,0.01282051282051282,119.0
Hannah Montana: Music Jam,DS,2007,Acao,Disney Interactive Studios,1.05,0.36,0.0,0.15,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,67.3076923076923,23.076923076923077,0.0,0.09615384615384615,234.0
Twisted Metal,PS,1995,Acao,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,84.61538461538461,12.179487179487179,0.0,0.032051282051282055,234.0
Final Fight,SNES,1990,Acao,Capcom,0.67,0.17,0.69,0.03,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,42.94871794871795,10.897435897435898,44.230769230769226,0.01923076923076923,234.0
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Rpg,Nintendo,0.57,0.43,0.44,0.12,1.56,54.0,26,9.0,133,ChunSoft,Livre,Todos,Baixo,36.53846153846153,27.564102564102562,28.205128205128204,0.07692307692307691,127.0
Dragon Quest Monsters 2,GB,2001,Rpg,Enix Corporation,0.0,0.0,1.56,0.0,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,127.0
Pokemon Pinball: Ruby & Sapphire,GBA,2003,Diversos,Nintendo,0.68,0.38,0.44,0.05,1.56,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,43.58974358974359,24.358974358974358,28.205128205128204,0.032051282051282055,102.0
MySims Kingdom,DS,2008,Simulação,Electronic Arts,0.8,0.59,0.01,0.16,1.55,58.0,9,7.126329894144447,0,TOSE,Livre,Todos,Baixo,51.61290322580645,38.064516129032256,0.6451612903225806,0.1032258064516129,53.0
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Acao,Disney Interactive Studios,0.73,0.67,0.0,0.15,1.55,73.0,14,7.0,13,Traveller's Tales,+10,Restrito,Baixo,47.096774193548384,43.225806451612904,0.0,0.0967741935483871,237.0
Stuntman,PS2,2002,Corrida,Atari,0.76,0.59,0.0,0.2,1.55,71.0,37,5.7,36,Reflections Interactive,+14,Restrito,Baixo,49.03225806451613,38.064516129032256,0.0,0.12903225806451613,92.0
Tom Clancy's Rainbow Six 3,XB,2003,Tiro,Ubisoft,0.91,0.57,0.0,0.07,1.55,86.0,39,8.5,31,Ubisoft,+17,Restrito,Baixo,58.70967741935485,36.77419354838709,0.0,0.04516129032258065,153.0
LEGO Harry Potter: Years 1-4,X360,2010,Acao,Warner Bros. Interactive Entertainment,0.95,0.46,0.0,0.14,1.55,79.0,58,8.0,62,Traveller's Tales,+10,Restrito,Baixo,61.29032258064515,29.677419354838708,0.0,0.0903225806451613,237.0
007: The World is not Enough,N64,2000,Acao,Electronic Arts,1.13,0.38,0.02,0.03,1.55,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,72.9032258064516,24.516129032258064,1.2903225806451613,0.019354838709677417,237.0
Spider-Man 2: Enter: Electro,PS,2001,Acao,Activision,0.57,0.87,0.02,0.09,1.55,74.0,15,8.7,35,Vicarious Visions,Livre,Todos,Baixo,36.77419354838709,56.12903225806451,1.2903225806451613,0.058064516129032254,237.0
Guitar Hero 5,Wii,2009,Diversos,Activision,0.92,0.48,0.0,0.15,1.55,89.0,25,6.9,49,Vicarious Visions,+14,Restrito,Baixo,59.354838709677416,30.96774193548387,0.0,0.0967741935483871,104.0
Command & Conquer: Tiberian Sun,PC,1999,Estratégia,Westwood Studios,1.55,0.0,0.0,0.0,1.55,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,17.0
Wolfenstein: The New Order,PS4,2014,Tiro,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79.0,73,8.1,1116,MachineGames,+17,Restrito,Baixo,30.32258064516129,51.61290322580645,1.9354838709677418,0.15483870967741933,153.0
Mafia II,X360,2010,Acao,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74.0,79,7.8,458,2K Czech,+17,Restrito,Baixo,54.83870967741935,35.483870967741936,0.0,0.0967741935483871,237.0
Moshi Monsters: Moshling Zoo,DS,2011,Diversos,Activision,0.37,0.96,0.0,0.21,1.54,68.99436302142053,0,7.126329894144447,0,Mind Candy,Livre,Todos,Baixo,24.025974025974026,62.33766233766234,0.0,0.13636363636363635,105.0
BioShock 2,PS3,2010,Tiro,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88.0,62,8.2,492,2K Marin,+17,Restrito,Baixo,55.1948051948052,29.87012987012987,1.2987012987012987,0.14285714285714285,155.0
Dark Cloud,PS2,2000,Rpg,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80.0,27,8.2,99,Level 5,+14,Restrito,Baixo,53.896103896103895,28.57142857142857,5.194805194805195,0.12337662337662338,129.0
Warcraft III: The Frozen Throne,PC,2003,Estratégia,Activision,0.58,0.87,0.0,0.09,1.54,88.0,23,9.0,713,Blizzard Entertainment,+14,Restrito,Baixo,37.662337662337656,56.493506493506494,0.0,0.05844155844155844,18.0
Active Life: Outdoor Challenge,Wii,2008,Esporte,Atari,0.78,0.43,0.19,0.14,1.54,69.0,6,8.1,14,h.a.n.d. Inc.,Livre,Todos,Baixo,50.64935064935065,27.92207792207792,12.337662337662337,0.09090909090909091,174.0
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Tiro,Ubisoft,1.4,0.02,0.02,0.1,1.54,90.0,78,8.0,215,Ubisoft Paris,+14,Restrito,Baixo,90.9090909090909,1.2987012987012987,1.2987012987012987,0.06493506493506494,155.0
Ratchet & Clank (2016),PS4,2016,Plataforma,Sony Computer Entertainment,0.5,0.76,0.04,0.24,1.54,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,32.467532467532465,49.35064935064935,2.5974025974025974,0.15584415584415584,120.0
MVP Baseball 2005,PS2,2005,Esporte,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.0,25,8.6,47,EA Sports,Livre,Todos,Baixo,81.81818181818181,4.545454545454546,0.0,0.13636363636363635,174.0
Die Hard Trilogy,PS,1996,Tiro,Fox Interactive,0.85,0.58,0.0,0.1,1.54,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.1948051948052,37.662337662337656,0.0,0.06493506493506494,155.0
Uncharted: Golden Abyss,PSV,2011,Tiro,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80.0,80,7.4,770,"Naughty Dog, Sony Bend",+14,Restrito,Baixo,34.64052287581699,43.13725490196079,8.49673202614379,0.1437908496732026,158.0
Go Vacation,Wii,2011,Diversos,Namco Bandai Games,0.42,0.65,0.33,0.14,1.53,64.0,28,7.8,13,Namco Bandai Games,+10,Restrito,Baixo,27.45098039215686,42.48366013071895,21.568627450980394,0.09150326797385622,106.0
Pro Evolution Soccer 2013,PS3,2012,Esporte,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53,82.0,37,6.7,146,Konami,Livre,Todos,Baixo,11.76470588235294,41.17647058823529,32.02614379084967,0.1568627450980392,176.0
Mortal Kombat 3,SNES,1994,Combate,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,77.77777777777777,18.954248366013072,0.0,0.032679738562091505,65.0
NFL GameDay 99,PS,1998,Esporte,989 Studios,1.44,0.05,0.0,0.04,1.53,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,94.11764705882352,3.2679738562091507,0.0,0.026143790849673203,176.0
Dishonored,PS3,2012,Acao,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89.0,35,7.9,781,Arkane Studios,+17,Restrito,Baixo,47.05882352941176,33.98692810457516,2.6143790849673203,0.16339869281045752,242.0
Mario Golf: Toadstool Tour,GC,2003,Esporte,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,49,8.0,56,Camelot Software Planning,Livre,Todos,Baixo,71.24183006535948,9.803921568627452,16.33986928104575,0.026143790849673203,176.0
Tiger Woods 99 PGA Tour Golf,PS,1997,Esporte,Electronic Arts,0.85,0.58,0.0,0.1,1.53,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.55555555555556,37.908496732026144,0.0,0.06535947712418301,176.0
Call of Duty: Black Ops II,PC,2012,Tiro,Activision,0.64,0.69,0.0,0.19,1.53,74.0,11,4.2,1635,Treyarch,+17,Restrito,Baixo,41.830065359477125,45.09803921568627,0.0,0.12418300653594772,158.0
Resident Evil: The Umbrella Chronicles,Wii,2007,Acao,Capcom,0.67,0.43,0.29,0.14,1.52,75.0,47,7.6,122,Cavia Inc.,+17,Restrito,Baixo,44.078947368421055,28.289473684210524,19.07894736842105,0.09210526315789475,243.0
Knockout Kings,PS,1997,Combate,Electronic Arts,1.07,0.39,0.0,0.06,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,70.39473684210526,25.657894736842106,0.0,0.039473684210526314,66.0
The Simpsons Skateboarding,PS2,2002,Esporte,Electronic Arts,0.36,0.9,0.0,0.27,1.52,38.0,21,5.0,26,The Code Monkeys,+14,Restrito,Baixo,23.684210526315788,59.210526315789465,0.0,0.17763157894736842,180.0
Donkey Kong Country: Tropical Freeze,WiiU,2014,Plataforma,Nintendo,0.7,0.55,0.16,0.12,1.52,83.0,77,8.9,712,Retro Studios,Livre,Todos,Baixo,46.05263157894737,36.18421052631579,10.526315789473683,0.07894736842105263,121.0
NASCAR 98,PS,1996,Corrida,Electronic Arts,1.43,0.05,0.0,0.04,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,94.07894736842105,3.289473684210526,0.0,0.02631578947368421,93.0
Xevious,NES,1984,Tiro,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,11.842105263157894,3.9473684210526314,83.55263157894737,0.006578947368421052,160.0
F1 Race,NES,1984,Corrida,Nintendo,0.0,0.0,1.52,0.0,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,93.0
NASCAR 99,PS,1998,Corrida,Electronic Arts,1.45,0.04,0.0,0.04,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,95.39473684210526,2.631578947368421,0.0,0.02631578947368421,93.0
Final Fantasy XIV: A Realm Reborn,PC,2010,Rpg,Square Enix,0.88,0.48,0.0,0.17,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,57.89473684210527,31.57894736842105,0.0,0.1118421052631579,130.0
NBA Live 2000,PS,1998,Esporte,Electronic Arts,1.43,0.05,0.0,0.03,1.52,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,94.07894736842105,3.289473684210526,0.0,0.019736842105263157,180.0
Fight Night Round 4,PS3,2009,Combate,Electronic Arts,0.92,0.4,0.0,0.2,1.52,88.0,46,7.6,95,EA Canada,+14,Restrito,Baixo,60.526315789473685,26.31578947368421,0.0,0.13157894736842105,66.0
Super Monkey Ball 2,GC,2002,Quebra_cabeca,Atari,1.11,0.31,0.06,0.04,1.52,87.0,34,8.5,51,Amusement Vision,Livre,Todos,Baixo,73.0263157894737,20.394736842105264,3.9473684210526314,0.02631578947368421,32.0
Pac-Man World 2,PS2,2002,Acao,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,73.0,19,7.8,26,Namco,Livre,Todos,Baixo,83.44370860927152,3.3112582781456954,0.0,0.1390728476821192,244.0
Disney Fairies: Tinker Bell,DS,2008,Aventura,Disney Interactive Studios,0.85,0.51,0.01,0.15,1.51,68.99436302142053,0,7.8,5,"Genius Sonority Inc., Disney Interactive Studios",Livre,Todos,Baixo,56.29139072847682,33.77483443708609,0.6622516556291391,0.09933774834437085,22.0
MySims Kingdom,Wii,2008,Simulação,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76.0,19,8.1,24,EA Redwood Shores,Livre,Todos,Baixo,46.35761589403973,42.384105960264904,0.6622516556291391,0.10596026490066225,54.0
Dead Space 2,X360,2011,Tiro,Electronic Arts,0.94,0.44,0.0,0.13,1.51,90.0,83,8.6,679,Visceral Games,+17,Restrito,Baixo,62.251655629139066,29.13907284768212,0.0,0.08609271523178808,161.0
Puzzle & Dragons,3DS,2013,Rpg,GungHo,0.0,0.0,1.51,0.0,1.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,131.0
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Tiro,Activision,0.94,0.43,0.0,0.14,1.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,62.251655629139066,28.47682119205298,0.0,0.09271523178807947,161.0
Mega Man 2,NES,1988,Acao,Capcom,0.93,0.15,0.42,0.01,1.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,61.58940397350994,9.933774834437086,27.81456953642384,0.006622516556291391,244.0
Simpsons Wrestling,PS,2001,Combate,Electronic Arts,0.23,1.16,0.0,0.11,1.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,15.2317880794702,76.82119205298012,0.0,0.0728476821192053,68.0
NBA Live 98,PS,1997,Esporte,Electronic Arts,1.41,0.06,0.0,0.04,1.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,93.37748344370861,3.9735099337748347,0.0,0.026490066225165563,182.0
The Simpsons Game,PS2,2007,Acao,Electronic Arts,0.35,0.03,0.0,1.13,1.51,68.0,10,8.2,27,Electronic Arts,+14,Restrito,Baixo,23.178807947019866,1.9867549668874174,0.0,0.7483443708609271,244.0
Monopoly,PS,1997,Diversos,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,78.1456953642384,17.880794701986755,0.0,0.033112582781456956,107.0
The Simpsons Game,DS,2007,Acao,Electronic Arts,0.56,0.77,0.0,0.17,1.51,69.0,17,7.3,18,Griptonite Games,+14,Restrito,Baixo,37.086092715231786,50.993377483443716,0.0,0.11258278145695365,244.0
Football Manager 2012,PC,2011,Esporte,Sega,0.02,1.16,0.0,0.33,1.51,84.0,45,8.0,172,Sports Interactive,Livre,Todos,Baixo,1.3245033112582782,76.82119205298012,0.0,0.2185430463576159,182.0
Ni no Kuni: Wrath of the White Witch,PS3,2011,Rpg,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85.0,89,8.6,984,Level 5,+10,Restrito,Baixo,39.735099337748345,31.125827814569533,13.90728476821192,0.152317880794702,131.0
SoulCalibur II,GC,2003,Combate,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,93.0,45,9.1,135,Namco,+14,Restrito,Baixo,66.0,21.333333333333336,7.333333333333333,0.05333333333333334,69.0
Call of Duty 3,PS3,2006,Tiro,Activision,0.6,0.62,0.03,0.26,1.5,80.0,43,6.9,92,Treyarch,+14,Restrito,Baixo,40.0,41.333333333333336,2.0,0.17333333333333334,163.0
Tokyo Xtreme Racer Zero,PS2,2000,Corrida,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76.0,15,8.9,64,Genki,Livre,Todos,Baixo,44.0,34.66666666666667,10.0,0.11333333333333334,96.0
NFL Blitz,PS,1998,Esporte,Midway Games,1.41,0.05,0.0,0.04,1.5,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,94.0,3.3333333333333335,0.0,0.02666666666666667,184.0
Red Faction II,PS2,2002,Tiro,THQ,0.49,0.78,0.0,0.23,1.5,84.0,30,8.3,35,Volition Inc.,+17,Restrito,Baixo,32.666666666666664,52.0,0.0,0.15333333333333335,163.0
Madden NFL 2001,PS2,2000,Esporte,Electronic Arts,1.19,0.07,0.05,0.2,1.5,91.0,25,7.7,7,EA Sports,Livre,Todos,Baixo,79.33333333333333,4.666666666666667,3.3333333333333335,0.13333333333333333,184.0
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Plataforma,Hudson Soft,0.0,0.0,1.5,0.0,1.5,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,122.0
WWF No Mercy,N64,2000,Combate,THQ,1.2,0.27,0.02,0.02,1.5,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,80.0,18.000000000000004,1.3333333333333335,0.013333333333333334,69.0
Ice Climber,NES,1985,Plataforma,Nintendo,0.46,0.1,0.92,0.02,1.5,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,30.66666666666667,6.666666666666667,61.33333333333334,0.013333333333333334,122.0
Sonic CD,SCD,1993,Plataforma,Sega,1.0,0.36,0.09,0.05,1.5,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,66.66666666666666,24.0,6.0,0.03333333333333333,122.0
Star Wars: The Force Unleashed II,PS3,2010,Acao,LucasArts,0.8,0.49,0.0,0.21,1.5,63.0,41,6.8,121,LucasArts,+14,Restrito,Baixo,53.333333333333336,32.666666666666664,0.0,0.13999999999999999,248.0
Pac-Man World,PS,1998,Acao,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,80.66666666666666,9.333333333333334,6.666666666666667,0.02666666666666667,248.0
Rock Band 2,PS3,2008,Diversos,MTV Games,1.13,0.2,0.0,0.16,1.49,91.0,24,7.9,88,Harmonix Music Systems,+14,Restrito,Baixo,75.83892617449663,13.422818791946309,0.0,0.10738255033557047,108.0
Final Fantasy: Crystal Chronicles,GC,2003,Rpg,Nintendo,0.72,0.38,0.36,0.04,1.49,80.0,55,8.1,94,Square Enix,+14,Restrito,Baixo,48.32214765100671,25.503355704697988,24.161073825503355,0.026845637583892617,133.0
Medal of Honor: Frontline,XB,2002,Tiro,Electronic Arts,1.0,0.43,0.0,0.06,1.49,81.0,18,6.9,23,EA LA,+14,Restrito,Baixo,67.11409395973155,28.859060402684563,0.0,0.040268456375838924,165.0
Madden NFL 09,PS2,2008,Esporte,Electronic Arts,1.22,0.0,0.0,0.27,1.49,67.0,4,7.0,24,EA Tiburon,Livre,Todos,Baixo,81.87919463087249,0.0,0.0,0.18120805369127518,186.0
Dead Rising 2,X360,2010,Acao,Capcom,0.75,0.52,0.09,0.12,1.49,79.0,76,6.9,216,Blue Castle Games,+17,Restrito,Baixo,50.33557046979866,34.899328859060404,6.040268456375839,0.08053691275167785,250.0
Banjo-Tooie,N64,2000,Plataforma,Nintendo,0.82,0.36,0.25,0.06,1.49,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.033557046979865,24.161073825503355,16.778523489932887,0.040268456375838924,125.0
Buzz! The BIG Quiz,PS2,2006,Diversos,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,73.8255033557047,0.0,0.26174496644295303,108.0
Mafia II,PS3,2010,Acao,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75.0,61,7.7,297,2K Czech,+17,Restrito,Baixo,33.557046979865774,46.30872483221476,2.684563758389262,0.174496644295302,250.0
Batman: Arkham Knight,XOne,2015,Acao,Warner Bros. Interactive Entertainment,0.88,0.47,0.0,0.14,1.49,85.0,16,6.6,694,Rocksteady Studios,+17,Restrito,Baixo,59.06040268456376,31.543624161073826,0.0,0.09395973154362416,250.0
Doom (2016),PS4,2016,Tiro,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,36.241610738255034,46.30872483221476,1.342281879194631,0.1610738255033557,165.0
